id,location,osm_list
73557,The project involved the construction of a new water supply system in the town of Ecunha within Huambo Province. More detailed locational information can be found at https://www.openstreetmap.org/search?query=Ecunha#map=12/-12.5226/15.4894.,['https://www.openstreetmap.org/search?query=Ecunha#map=12/-12.5226/15.4894.']
73558,The project involved the construction of a new water supply system in the town of Tchindjendje within Huambo Province. More detailed locational information can be found at https://www.openstreetmap.org/search?query=Tchindjendje#map=12/-12.8249/14.9281.,['https://www.openstreetmap.org/search?query=Tchindjendje#map=12/-12.8249/14.9281.']
73566,The project involved the construction of a new water supply system in the town of Kiwaba Nzoje within Malanje Province. More detailed locational information can be found at https://www.openstreetmap.org/search?query=Kiwaba-Nzoji#map=12/-9.0195/16.4747.,['https://www.openstreetmap.org/search?query=Kiwaba-Nzoji#map=12/-9.0195/16.4747.']
58671,"This project involves the construction of a dam in Adjarala, which is located approximately 100 km downstream of the 65MW Nangbéto hydropower plant on the Mono River. More detailed locational information can be found at https://www.openstreetmap.org/search?query=Adjarala#map=12/6.9000/1.6000 and https://www.dropbox.com/s/jwfshs3lbu2zltn/wb_database_dams.csv?dl=0.",['https://www.openstreetmap.org/search?query=Adjarala#map=12/6.9000/1.6000']
66624,This project involved the establishment of a Confucius Classroom at 18 High School ‘William Gladstone’ in the city of Sofia. More detailed locational information can be found at https://www.openstreetmap.org/search?query=42.69516522920755%2C%2023.329355886681462#map=17/42.69517/23.32936.,['https://www.openstreetmap.org/search?query=42.69516522920755%2C%2023.329355886681462#map=17/42.69517/23.32936.']
65143,"The purpose of this project is to build a 300-bed hospital with modern medical equipment in Tbong Khmum Province. More detailed locational information can be found at https://www.openstreetmap.org/search?query=11.890717602759699%2C%20105.77803348465604#map=16/11.8907/105.7780   and https://www.google.com/maps/place/%E1%9E%98%E1%9E%93%E1%9F%92%E1%9E%91%E1%9E%B8%E1%9E%9A%E1%9E%96%E1%9F%81%E1%9E%91%E1%9F%92%E1%9E%99%E1%9E%98%E1%9E%B7%E1%9E%8F%E1%9F%92%E1%9E%8F%E1%9E%97%E1%9E%B6%E1%9E%96%E1%9E%80%E1%9E%98%E1%9F%92%E1%9E%96%E1%9E%BB%E1%9E%87%E1%9E%B6-%E1%9E%85%E1%9E%B7%E1%9E%93+%E1%9E%81%E1%9F%81%E1%9E%8F%E1%9F%92%E1%9E%9A%E1%9E%8F%E1%9F%92%E1%9E%94%E1%9E%BC%E1%9E%84%E1%9E%83%E1%9F%92%E1%9E%98%E1%9E%BB%E1%9F%86+Thboung+Khmum+Cambodia-China+Friendship+Hospital/@11.8907386,105.7780764,15z/data=!4m5!3m4!1s0x0:0x8e612ecdd44f516c!8m2!3d11.8907386!4d105.7780764",['https://www.openstreetmap.org/search?query=11.890717602759699%2C%20105.77803348465604#map=16/11.8907/105.7780']
59375,"The Doraleh Multipurpose Port is located in Balbala City, along Route Nationale 3 (RN-3) and the Addis-Ababa-Djibouti Railway. It is geographically adjacent to China’s naval base in Djibouti. More locational details can be found at https://mapcarta.com/W480879281 and https://www.openstreetmap.org/search?query=Port%20Polyvalent%20de%20Doraleh#map=16/11.5963/43.0694. The Damerjog Livestock Export Terminal is located in a small village called Damerjog (Damerdjog), which is 18 km south-east of Djibouti City. The village coordinates are 1°29′N 43°11′E. Also see https://mapcarta.com/N2197367692 and https://www.openstreetmap.org/search?query=Damerjog#map=15/11.4863/43.1877.","['https://www.openstreetmap.org/search?query=Port%20Polyvalent%20de%20Doraleh#map=16/11.5963/43.0694.', 'https://www.openstreetmap.org/search?query=Damerjog#map=15/11.4863/43.1877.']"
62065,"The purpose of the project was to install a 100-megawatt (MW) coal-fired power plant — with two 50MW generators (Unit 1 and Unit 2) — in Tanjung Tiram and Wawatu Village, North Moramo District, South Konawe Regency, Southeast Sulawesi Province (exact locational coordinates:  -4.0512916, 122.6534484). More detailed locational information can be found at https://www.openstreetmap.org/search?query=%20-4.0512916%2C%20122.6534484%20#map=16/-4.0513/122.6534",['https://www.openstreetmap.org/search?query=%20-4.0512916%2C%20122.6534484%20#map=16/-4.0513/122.6534']
67801,"The purpose of the project was to build a laterite nickel mine and a 150MW power plant — with three, 50MW power generation units (Unit 1 , Unit 2, and Unit 3) — in Kawasi Village, Obi Island, Halmahera Regency South, and North Maluku Province  (exact locational coordinates: -1.569915816292653, 127.41508693097965). More detailed locational information can be found at https://www.openstreetmap.org/search?query=-1.569915816292653%2C%20127.41508693097965#map=14/-1.5699/127.4151",['https://www.openstreetmap.org/search?query=-1.569915816292653%2C%20127.41508693097965#map=14/-1.5699/127.4151']
67486,"The purpose of Phase 2 was to construct four hydropower stations — the 180MW Nam Ou 1 hydropower station, the 210MW Nam Ou 3 hydropower station, the 132MW Nam Ou 4 hydropower station, and 210MW Nam Ou 7 hydropower station — on the Nam Ou River in Luangprabang Province and Phongsaly Province. Upon completion, Nam Ou 1 will have a total reservoir capacity of 1.18 × 108 million cubic meters and generate 180MW from four sets of turbines and generators. Nam Ou 3 will have a total reservoir capacity of 218 million cubic meters and generate 210MW from three turbo-generator sets. Nam Ou 4 will have a total reservoir capacity of 142 million m3 and produce electricity from three turbo-generators with a total capacity of 132MW. Nam Ou 7 will include two turbo-generators sets with a total capacity of 210MW. The precise locational coordinates of Nam Ou 1 are 20.0883°N 102.265379°E.The precise locational coordinates of Nam Ou 3 are 20.695251°N 102.665404°E. The precise locational coordinates of Nam Ou 4 are 21.120153°N 102.494173°E. The precise locational coordinates of Nam Ou 7 are 21.120153°N 102.494173°E. More detailed locational information can be found at https://www.openstreetmap.org/search?query=20.0883%2C%20102.265379#map=17/20.08830/102.26538 https://www.openstreetmap.org/search?query=21.120153%2C%20102.494173#map=17/21.12015/102.49417 https://www.openstreetmap.org/way/897173889#map=18/22.08187/102.26159 https://geohack.toolforge.org/geohack.php?pagename=Hydropower_in_the_Mekong_River_Basin&amp;params=20.0883_N_102.265379_E_type:waterbody_region:LA&title=Nam+Ou+1+Dam and https://geohack.toolforge.org/geohack.php?pagename=Hydropower_in_the_Mekong_River_Basin&amp;params=21.120153_N_102.494173_E_type:waterbody_region:LA&title=Nam+Ou+4+Dam https://geohack.toolforge.org/geohack.php?pagename=Hydropower_in_the_Mekong_River_Basin&amp;params=22.07779_N_102.264436_E_type:waterbody_region:LA&title=Nam+Ou+7+Dam(original geohack links:https://geohack.toolforge.org/geohack.php?pagename=Hydropower_in_the_Mekong_River_Basin&params=20.0883_N_102.265379_E_type:waterbody_region:LA&title=Nam+Ou+1+Dam and https://geohack.toolforge.org/geohack.php?pagename=Hydropower_in_the_Mekong_River_Basin&params=21.120153_N_102.494173_E_type:waterbody_region:LA&title=Nam+Ou+4+Dam and https://geohack.toolforge.org/geohack.php?pagename=Hydropower_in_the_Mekong_River_Basin&params=22.07779_N_102.264436_E_type:waterbody_region:LA&title=Nam+Ou+7+Dam)","['https://www.openstreetmap.org/search?query=20.0883%2C%20102.265379#map=17/20.08830/102.26538', 'https://www.openstreetmap.org/search?query=21.120153%2C%20102.494173#map=17/21.12015/102.49417', 'https://www.openstreetmap.org/way/897173889#map=18/22.08187/102.26159']"
73301,"The purpose of Phase 2 was to construct four hydropower stations — the 180MW Nam Ou 1 hydropower station, the 210MW Nam Ou 3 hydropower station, the 132MW Nam Ou 4 hydropower station, and 210MW Nam Ou 7 hydropower station — on the Nam Ou River in Luangprabang Province and Phongsaly Province. Upon completion, Nam Ou 1 will have a total reservoir capacity of 1.18 × 108 million cubic meters and generate 180MW from four sets of turbines and generators. Nam Ou 3 will have a total reservoir capacity of 218 million cubic meters and generate 210MW from three turbo-generator sets. Nam Ou 4 will have a total reservoir capacity of 142 million m3 and produce electricity from three turbo-generators with a total capacity of 132MW. Nam Ou 7 will include two turbo-generators sets with a total capacity of 210MW. The precise locational coordinates of Nam Ou 1 are 20.0883°N 102.265379°E. The precise locational coordinates of Nam Ou 3 are 20.695251°N 102.665404°E. The precise locational coordinates of Nam Ou 4 are 21.120153°N 102.494173°E. The precise locational coordinates of Nam Ou 7 are 21.120153°N 102.494173°E. More detailed locational information can be found at https://www.openstreetmap.org/search?query=20.0883%2C%20102.265379#map=17/20.08830/102.26538 https://www.openstreetmap.org/search?query=21.120153%2C%20102.494173#map=17/21.12015/102.49417 https://www.openstreetmap.org/way/897173889#map=18/22.08187/102.26159 https://geohack.toolforge.org/geohack.php?pagename=Hydropower_in_the_Mekong_River_Basin&amp;params=20.0883_N_102.265379_E_type:waterbody_region:LA&title=Nam+Ou+1+Dam and https://geohack.toolforge.org/geohack.php?pagename=Hydropower_in_the_Mekong_River_Basin&amp;params=21.120153_N_102.494173_E_type:waterbody_region:LA&title=Nam+Ou+4+Dam and https://geohack.toolforge.org/geohack.php?pagename=Hydropower_in_the_Mekong_River_Basin&amp;params=22.07779_N_102.264436_E_type:waterbody_region:LA&title=Nam+Ou+7+Dam(original geohack links:https://geohack.toolforge.org/geohack.php?pagename=Hydropower_in_the_Mekong_River_Basin&params=20.0883_N_102.265379_E_type:waterbody_region:LA&title=Nam+Ou+1+Dam and https://geohack.toolforge.org/geohack.php?pagename=Hydropower_in_the_Mekong_River_Basin&params=21.120153_N_102.494173_E_type:waterbody_region:LA&title=Nam+Ou+4+Dam and https://geohack.toolforge.org/geohack.php?pagename=Hydropower_in_the_Mekong_River_Basin&params=22.07779_N_102.264436_E_type:waterbody_region:LA&title=Nam+Ou+7+Dam)","['https://www.openstreetmap.org/search?query=20.0883%2C%20102.265379#map=17/20.08830/102.26538', 'https://www.openstreetmap.org/search?query=21.120153%2C%20102.494173#map=17/21.12015/102.49417', 'https://www.openstreetmap.org/way/897173889#map=18/22.08187/102.26159']"
70301,"The purpose of the project was to support the development of the Ukhaa Khudag coal mine and the Baruu Naran coal mine in the Gobi Desert within South Gobi (Ömnögovi) Province (exact locational coordinates: 43.597948, 105.222627). More detailed locational information can be found at https://www.openstreetmap.org/search?query=43.597948%2C%20105.222627#map=13/43.5979/105.2226",['https://www.openstreetmap.org/search?query=43.597948%2C%20105.222627#map=13/43.5979/105.2226']
56621,"This project involved the establishment of China Cultural Center in the city of Rabat. More detailed locational information can be found at https://www.google.com/maps/place/CENTRE+CULTUREL+DE+CHINE/@33.9946628,-6.846307,18z/data=!4m5!3m4!1s0x0:0xd7f77885bba46333!8m2!3d33.9942447!4d-6.8463714 and https://www.openstreetmap.org/search?query=33.99424025240291%2C%20-6.846371399929382#map=16/33.9942/-6.8464",['https://www.openstreetmap.org/search?query=33.99424025240291%2C%20-6.846371399929382#map=16/33.9942/-6.8464']
85754,This project involved the establishment of a Confucius Institute at Huachiew Chalermprakiet University in the city of Bangkok. More detailed locational information can be found at https://www.openstreetmap.org/search?query=13.612903235513507%2C%20100.75916652656251#map=18/13.61290/100.75917,['https://www.openstreetmap.org/search?query=13.612903235513507%2C%20100.75916652656251#map=18/13.61290/100.75917']
68762,"This project involves the construction of a dam in Adjarala, which is located approximately 100 km downstream of the 65MW Nangbéto hydropower plant on the Mono River. More detailed locational information can be found at https://www.openstreetmap.org/search?query=Adjarala#map=12/6.9000/1.6000 and https://www.dropbox.com/s/jwfshs3lbu2zltn/wb_database_dams.csv?dl=0.",['https://www.openstreetmap.org/search?query=Adjarala#map=12/6.9000/1.6000']
68581,This project involved the rehabilitation of a 61 km stretch along National Route 34 (N34) that runs from Lomé to Anfoin via Vogan. More detailed locational information can be found at https://www.openstreetmap.org/way/54570992 and https://www.openstreetmap.org/way/158801918#map=11/6.2525/1.2754 and https://www.openstreetmap.org/way/537744081#map=14/6.2718/1.3152 and https://www.openstreetmap.org/query?lat=6.3132&lon=1.3234 and https://www.openstreetmap.org/way/280084439#map=15/6.3329/1.3830 and https://www.openstreetmap.org/way/305485307 and https://www.openstreetmap.org/way/305485308 and https://www.openstreetmap.org/way/280084439#map=15/6.3453/1.3957 and https://www.openstreetmap.org/way/448878956 and https://www.openstreetmap.org/way/54771712 and https://www.openstreetmap.org/way/54771766 and https://www.openstreetmap.org/way/158801914 and https://www.openstreetmap.org/way/305485302 and https://www.openstreetmap.org/way/681328507.,"['https://www.openstreetmap.org/way/54570992', 'https://www.openstreetmap.org/way/158801918#map=11/6.2525/1.2754', 'https://www.openstreetmap.org/way/537744081#map=14/6.2718/1.3152', 'https://www.openstreetmap.org/query?lat=6.3132&lon=1.3234', 'https://www.openstreetmap.org/way/280084439#map=15/6.3329/1.3830', 'https://www.openstreetmap.org/way/305485307', 'https://www.openstreetmap.org/way/305485308', 'https://www.openstreetmap.org/way/280084439#map=15/6.3453/1.3957', 'https://www.openstreetmap.org/way/448878956', 'https://www.openstreetmap.org/way/54771712', 'https://www.openstreetmap.org/way/54771766', 'https://www.openstreetmap.org/way/158801914', 'https://www.openstreetmap.org/way/305485302', 'https://www.openstreetmap.org/way/681328507.']"
66848,"The Musonda Hydroelectric Power Plant is located in Musonda Falls within Mwense District and Luapula Province. It is a source of power supply to seven districts in the province—namely, Chiengi, Kawambwa, Mwense, Chipili, Chembe, Nchelenge and Samfya. More detailed locational information on the site of the hydroelectric power station can be found at https://www.openstreetmap.org/search?query=Musonda%20Falls%20Hydroelectric%20Power%20Station#map=19/-10.71096/28.80644.",['https://www.openstreetmap.org/search?query=Musonda%20Falls%20Hydroelectric%20Power%20Station#map=19/-10.71096/28.80644.']
58674,"This project involves the construction of a dam in Adjarala, which is located approximately 100 km downstream of the 65MW Nangbéto hydropower plant on the Mono River. More detailed locational information can be found at https://www.openstreetmap.org/search?query=Adjarala#map=12/6.9000/1.6000 and https://www.dropbox.com/s/jwfshs3lbu2zltn/wb_database_dams.csv?dl=0.",['https://www.openstreetmap.org/search?query=Adjarala#map=12/6.9000/1.6000']
73416,"The 1.28 MW Ruvyironza Hydroelectric Power Plant is located in Gitega Province and the 0.85MW Gikonge Hydroelectric Power Plant is located in Muramvya Province. The 8MW Mugere Hydroelectric Power Plant is located in Kabezi commune within rural Bujumbura province along the Mugere River. More detailed locational information can be found at https://www.openstreetmap.org/search?query=Kabezi#map=13/-3.5350/29.3452 and https://www.google.com/maps/place/3%C2%B029'02.4%22S+29%C2%B020'02.4%22E/@-3.4837644,29.4036838,17z/data=!4m5!3m4!1s0x0:0x0!8m2!3d-3.484!4d29.334 and https://www.adelphi.de/de/system/files/mediathek/bilder/av_burundi_volume_ii_-_version_electronique_1.pdf.",['https://www.openstreetmap.org/search?query=Kabezi#map=13/-3.5350/29.3452']
