id,location,osm_list
85144,"The purpose of the project was to construct a China-Belarus Cooperation Center for Science and Technology Achievement within Great Stone Industrial Park, which is located in the Smolevichi district between the Petrovichi reservoir and Minsk National Airport (25 km to the east of the capital city of Minsk. More detailed locational information can be found at https://www.openstreetmap.org/way/455544676.",['https://www.openstreetmap.org/way/455544676.']
66901,This project involved the establishment of a Confucius Institute at Francisk Skorina Gomel State University in the city of Gomel. More detailed locational information can be found at https://www.openstreetmap.org/relation/8885464.,['https://www.openstreetmap.org/relation/8885464.']
59438,"The 22nd Chinese medical team was stationed at Lokossa Regional Hospital (Hopital de zone de Lokossa), Natitingou Regional Hospital (Hopital de Zone de Natitingou), and Presidential Palace Infirmary in Cotonou (Centre hospitalier universitaire de Zone de Suru-Léré). More detailed locational information can be found at https://www.openstreetmap.org/way/542157645#map=15/6.6239/1.7091 and https://www.openstreetmap.org/way/264743876 and https://www.openstreetmap.org/way/787464500 and https://www.openstreetmap.org/way/234343132#map=17/6.35273/2.41007.","['https://www.openstreetmap.org/way/542157645#map=15/6.6239/1.7091', 'https://www.openstreetmap.org/way/264743876', 'https://www.openstreetmap.org/way/787464500', 'https://www.openstreetmap.org/way/234343132#map=17/6.35273/2.41007.']"
59738,This project involved the rehabilitation of a conference center — known as the Cotonou Congress Center or the Palais des congrès de Cotonou — in the capital city of Cotonou on Marina Boulevard. More detailed locational information can be found at https://www.openstreetmap.org/relation/11289109#map=19/6.34800/2.40508.,['https://www.openstreetmap.org/relation/11289109#map=19/6.34800/2.40508.']
59754,This project involved the construction of a canteen building at the Ministry of Foreign Affairs and African Integration (MAEIA) in the capital city of Cotonou. More detailed locational information can be found at https://www.openstreetmap.org/node/7704702651#map=17/6.35283/2.40110.,['https://www.openstreetmap.org/node/7704702651#map=17/6.35283/2.40110.']
42227,The purpose of this project is to construct a new 450 MW unit at the Tuzla Thermal Power Plant (TPP) in the city of Tuzla. The plant’s exact locational coordinates are 44°31′12″N 18°36′22″E. More detailed locational information can be found at https://www.openstreetmap.org/way/280904358,['https://www.openstreetmap.org/way/280904358']
58033,"The 15th medical team was stationed at Nyangabgwe Referral Hospital and Princess Marina Hospital (PMH). Nyangabgwe Referral Hospital is located in the city of Francistown. Its locational coordinates are 21°10′25″S 27°30′45″E. More detailed locational information can be found at https://www.openstreetmap.org/way/783831340 and https://www.google.com/maps/place/Nyangabgwe+Referral+Hospital/@-21.17461,27.5193241,15z/data=!4m5!3m4!1s0x0:0x7c5084de4abdd523!8m2!3d-21.17461!4d27.5193241. Princess Marina Hospital (PMH) is located in the city of Gaborone, at the corner of North Ring Road and Notwane Road. One block west of Marina Hospital lies the National Museum of Botswana, and two blocks to the east of the hospital, is the Botswana National Stadium. The geographical coordinates of the hospital are: 24°39'25.0S, 25°55'26.0E (Latitude:-24.656944; Longitude:25.923889). More detailed locational information can be found at https://www.google.com/maps/place/Princess+Marina+Hospital/@-24.656874,25.9239328,15z/data=!4m2!3m1!1s0x0:0x98388ecc67bb64a6?sa=X&ved=2ahUKEwi78M2J9eDrAhVMlXIEHW0_BKgQ_BIwCnoECB4QCA.",['https://www.openstreetmap.org/way/783831340']
62760,"The purpose of the project was to construct an oil refinery and petrochemical complex on the island of Pulau Muara Besar (PMB) with the capacity to produce 8 million tons of crude oil each year, 500,000 tons of benzene each year, and 1 million tons of aromatics (para-xylene) each year. More detailed locational information can be found athttps://www.openstreetmap.org/way/871897093",['athttps://www.openstreetmap.org/way/871897093']
71636,"The purpose of the project was to construct an oil refinery and petrochemical complex on the island of Pulau Muara Besar (PMB) with the capacity to produce 8 million tons of crude oil each year, 500,000 tons of benzene each year, and 1 million tons of aromatics (para-xylene) each year. More detailed locational information can be found at https://www.openstreetmap.org/way/871897093",['https://www.openstreetmap.org/way/871897093']
71637,"The purpose of the project was to construct an oil refinery and petrochemical complex on the island of Pulau Muara Besar (PMB) with the capacity to produce 8 million tons of crude oil each year, 500,000 tons of benzene each year, and 1 million tons of aromatics (para-xylene) each year. More detailed locational information can be found at https://www.openstreetmap.org/way/871897093",['https://www.openstreetmap.org/way/871897093']
71638,"The purpose of the project was to construct an oil refinery and petrochemical complex on the island of Pulau Muara Besar (PMB) with the capacity to produce 8 million tons of crude oil each year, 500,000 tons of benzene each year, and 1 million tons of aromatics (para-xylene) each year. More detailed locational information can be found at https://www.openstreetmap.org/way/871897093",['https://www.openstreetmap.org/way/871897093']
71639,"The purpose of the project was to construct an oil refinery and petrochemical complex on the island of Pulau Muara Besar (PMB) with the capacity to produce 8 million tons of crude oil each year, 500,000 tons of benzene each year, and 1 million tons of aromatics (para-xylene) each year. More detailed locational information can be found at https://www.openstreetmap.org/way/871897093",['https://www.openstreetmap.org/way/871897093']
85167,The purpose of this project is to construct the Belene Nuclear Power Plant (Площадка на АЕЦ 'Белене') 3 km from the town of Belene and 11 km from the town of Svishtov in Pleven Province  near the Danube River. More detailed locational information can be found at https://www.openstreetmap.org/way/172681038#map=15/43.6335/25.2013.,['https://www.openstreetmap.org/way/172681038#map=15/43.6335/25.2013.']
56083,The project involves the construction of 88 affordable housing units in the neighborhood of Portelinha within the Ribeira de Craquinha suburb on the island of São Vicente. More detailed locational information can be found at https://www.openstreetmap.org/node/4739351824.,['https://www.openstreetmap.org/node/4739351824.']
49566,This project involved the establishment of a Mandarin Center at the Ministry of Justice of Cambodia in the city of Phnom Penh. More detailed locational information can be found at https://www.openstreetmap.org/way/254102564,['https://www.openstreetmap.org/way/254102564']
85382,This project involved the establishment of a Mandarin Center at the Ministry of Defense of Cambodia in the city of Phnom Penh. More detailed locational information can be found at https://www.openstreetmap.org/way/182123432,['https://www.openstreetmap.org/way/182123432']
48921,"This project involved the construction of the lower dam's powerhouse and the installation of four sets of 25MW hydro turbines and generator units (4 x 25 MW). It also involved the construction of a 115 kV transmission line from hydroelectric plant to Ou Saom Substation and the construction of a 230 kV transmission line from Ou Saom substation to Pursat Grid substation. The project is located in a remote and jungle area in Stung Atay, which is an upstream tributary of Stung Ruxeg Chrum in Pursat Province. It is situated within Osang Township, Levin County, and Bodhisattva Province. The geographical coordinates of the dam site are east longitude of 103°08’43” and north latitude of 11°58’20”. More detailed locational information can be found at https://www.openstreetmap.org/way/253366258#map=15/11.9831/103.1451",['https://www.openstreetmap.org/way/253366258#map=15/11.9831/103.1451']
61800,"The purpose of the project is to construct a 1.13 km reinforced concrete bridge — that crosses the Mekong River — and an 8.3-km connecting road. The Stung Trang-Kroch Chhmar Bridge is 13.5 meters wide and 15 meters high and it located in Boeung Deng Village, Prek Kak Commune, Stung Trang District, and Kampong Cham Province. This project is considered to be the first phase of the National Highway No. 71C, which will run from Stung Treng district in Tbong Khmum Province to Chamka Leu district in Kampong Cham Province. More detailed locational information can be found at https://www.openstreetmap.org/way/666835788",['https://www.openstreetmap.org/way/666835788']
62459,This project involved the construction of the cement plant in Ratanak Mondol district and Battambang Province. More detailed locational information can be found at https://www.openstreetmap.org/way/706566064,['https://www.openstreetmap.org/way/706566064']
62464,This project involved the construction of the cement plant in Ratanak Mondol district and Battambang Province. More detailed locational information can be found at https://www.openstreetmap.org/way/706566064,['https://www.openstreetmap.org/way/706566064']
53396,"The Kribi Deep Seaport Project is located in the the Atlantic coast town of Kribi, 300 km south of Yaounde, and this portion of the project involves the construction of a 1,102m long quay, the expansion of the container terminal from 700m to 1,050m, and the addition of both an ore and oil terminal. More detailed locational informationa can be found at https://www.openstreetmap.org/way/325526034#map=16/2.7240/9.8624 and https://www.openstreetmap.org/way/941006450","['https://www.openstreetmap.org/way/325526034#map=16/2.7240/9.8624', 'https://www.openstreetmap.org/way/941006450']"
53477,More detailed locational information can be found at https://www.openstreetmap.org/way/832355116,['https://www.openstreetmap.org/way/832355116']
60021,More detailed locational information can be found at https://www.openstreetmap.org/relation/10300018,['https://www.openstreetmap.org/relation/10300018']
70666,More detailed locational information can be found at https://www.openstreetmap.org/way/220772938,['https://www.openstreetmap.org/way/220772938']
72107,More detailed locational information can be found at https://www.openstreetmap.org/way/220772938,['https://www.openstreetmap.org/way/220772938']
70577,More detailed locational information can be found at https://www.openstreetmap.org/way/195414251#map=17/3.96474/11.58801,['https://www.openstreetmap.org/way/195414251#map=17/3.96474/11.58801']
53116,More detailed locational informationa can be found at https://www.openstreetmap.org/way/325526034#map=16/2.7240/9.8624 and https://www.openstreetmap.org/way/941006450,"['https://www.openstreetmap.org/way/325526034#map=16/2.7240/9.8624', 'https://www.openstreetmap.org/way/941006450']"
57586,"The project involved the construction of 294 pylons between Nyabizan and Ebolowa to to evacuate 211 MW of power from the dam to Yaounde, the installation of 225 KV transmission lines, and the construction and installation of three transformer substations with a capacity of 225/90 KV in the localities of Ebolowa, Nkoumou in the South Region and Ahala in the Centre region. Upon completion, these transmission lines to Ebolowa were supposed to connect the dam to Cameroon’s southern network and to Yaoundé. More detailed locational information can be found at https://www.openstreetmap.org/relation/11499595#map=16/2.4048/10.3842",['https://www.openstreetmap.org/relation/11499595#map=16/2.4048/10.3842']
56700,China-Chad Friendship Hospital (known locally as L’hôpital de la liberté or L'hôpital de l'amitié Tchad-Chine) in the capital city of N'Djamena. More detailed locational information can be found at https://www.openstreetmap.org/node/7369198824.,['https://www.openstreetmap.org/node/7369198824.']
59473,"The 24th Chinese medical team was stationed at Sino-Congolese Friendship Hospital (or Hôpital d'amitié sino-congolaise de M’Filou or l'Hôpital de base de Mfilou) and Loandjili General Hospital (Hôpital Loandjili or Hôpital Général De Loandjili). The Sino-Congolese Friendship Hospital is located in M’Filou, which is the 7th arrondissement of the capital city of Brazzaville. Loandjili General Hospital is located in the city of in Pointe-Noire. More detailed locational information can be found at https://www.openstreetmap.org/way/784137423 and https://www.openstreetmap.org/way/783983838#map=16/-4.7607/11.8681.","['https://www.openstreetmap.org/way/784137423', 'https://www.openstreetmap.org/way/783983838#map=16/-4.7607/11.8681.']"
57806,"The new parliament building is located alongside Boulevard Denis Sassou-Nguesso and Avenue du général De Gaulle in the Plateau-Center-ville district of Brazzaville (across from the Commissariat central de police, the Ministry of Justice, and l’Institut français du Congo). More detailed locational information can be found at https://www.openstreetmap.org/way/731889974.",['https://www.openstreetmap.org/way/731889974.']
59422,"This project involved the installation of an Ophthalmology Center at the Sino-Congolese Friendship Hospital (or Hôpital d'amitié sino-congolaise de M’Filou or l'Hôpital de base de Mfilou) in M’Filou, which is located in the 7th arrondissement of the capital city of Brazzaville. More detailed locational information can be found at https://www.openstreetmap.org/way/784137423.",['https://www.openstreetmap.org/way/784137423.']
73659,This project involves the construction of an aircraft maintenance center on the west side of the Maya Maya International Airport in the capital city of Brazzaville. More detailed locational information can be found at https://www.openstreetmap.org/way/324597178.,['https://www.openstreetmap.org/way/324597178.']
69560,"The purpose of the project was to repair and renovate three buildings previously constructed with financial support from the Chinese Government: the Bluesky Sports Arena (exact locational coordinates: 21.207109, -159.808754), the Ministry of Justice Building (exact locational coordinates: -21.207251, -159.774899), and National Police Headquarters (exact locational coordinates:  -21.206014, -159.777827). More detailed locational information can be found at https://www.openstreetmap.org/way/207000164 and https://www.openstreetmap.org/way/196727455 and https://www.openstreetmap.org/way/594755136. ","['https://www.openstreetmap.org/way/207000164', 'https://www.openstreetmap.org/way/196727455', 'https://www.openstreetmap.org/way/594755136.']"
85370,The Ebimpé Olympic Stadium — also known as Alassane Ouattara Olympic Stadium (Stade Olympique Alassane Ouattara) — is located in Ebimpé within the Anyama sub-prefecture. More detailed locational information can be found at https://www.openstreetmap.org/relation/8327758#map=14/5.4808/-4.0746.,['https://www.openstreetmap.org/relation/8327758#map=14/5.4808/-4.0746.']
71375,This project involved the asphalting of a 71.5 km road from Odiénné to Gbéléban. More detailed locational information can be found at https://www.openstreetmap.org/directions?engine=fossgis_osrm_car&route=9.50443%2C-7.56194%3B9.58345%2C-8.13044#map=11/9.5353/-7.8461.,['https://www.openstreetmap.org/directions?engine=fossgis_osrm_car&route=9.50443%2C-7.56194%3B9.58345%2C-8.13044#map=11/9.5353/-7.8461.']
71377,This project involved the asphalting of a 61.23 km road from Agboville to Cechi via Rubino. More detailed locational information can be found at https://www.openstreetmap.org/directions?engine=fossgis_osrm_car&route=5.931%2C-4.211%3B6.251%2C-4.422#map=11/6.0918/-4.3409.,['https://www.openstreetmap.org/directions?engine=fossgis_osrm_car&route=5.931%2C-4.211%3B6.251%2C-4.422#map=11/6.0918/-4.3409.']
58856,"This project is located in the capital city of Kinshasa. More specifically, the project site is located at la Place du cinquantenaire in front of the People’s Palace (Palais du peuple) in the Kasa-Vubu commune. More detailed locational information can be found at https://www.openstreetmap.org/relation/7335461#map=16/-4.3381/15.3053.",['https://www.openstreetmap.org/relation/7335461#map=16/-4.3381/15.3053.']
58928,"The Confucius institute is located at the Congolese Diplomatic Academy (also known as the DRC Foreign Affairs University) on Place de l’Independance in the Gomba commune of Kinshasa. More detailed locational information can be found at https://www.openstreetmap.org/way/424942624#map=16/-4.3102/15.2806 and https://www.google.com/maps/place/Ministere+Des+Affaires+Etrangers,+Kinshasa,+Democratic+Republic+of+the+Congo/@-4.3103241,15.278916,17z/data=!4m13!1m7!3m6!1s0x1a6a33c4fcdf3585:0x5dbc8ae9f5f9235f!2sPlace+De+L'Independance,+Kinshasa,+Democratic+Republic+of+the+Congo!3b1!8m2!3d-4.3102366!4d15.2811076!3m4!1s0x1a6a33c45bbc2dc9:0x435b03d9d56d5e31!8m2!3d-4.309608!4d15.2814735.",['https://www.openstreetmap.org/way/424942624#map=16/-4.3102/15.2806']
59522,Goma Stadium is located in the city of Goma in North Kivu Province. More detailed locational information can be found athttps://www.openstreetmap.org/node/60715164,['athttps://www.openstreetmap.org/node/60715164']
59524,This project involved the rehabilitation and modernization of 5km of highways and roads of the city of Uvira in South Kivu Province. More detailed locational information can be found at https://www.openstreetmap.org/relation/2650257 and https://www.dropbox.com/s/17vj39iersx0b1i/drc-china%20infrastructure%20status%20march%202011.pdf?dl=0.,['https://www.openstreetmap.org/relation/2650257']
59533,Bukavu Stadium is located in the town of Bukavu in South Kivu Province. More detailed locational information can be found at https://www.openstreetmap.org/node/436044301#map=11/-2.5056/28.8595.,['https://www.openstreetmap.org/node/436044301#map=11/-2.5056/28.8595.']
85139,"The Djibouti International Free Trade Zone is an industrial park located in Balbala City, along Route Nationale 1 (RN-1).More locational details can be found at: https://www.openstreetmap.org/search?query=Djibouti%20International%20Free%20Trade%20Zone#map=15/11.5625/43.0102Set and https://mapcarta.com/W650289611 and https://www.google.com/maps/place/Djibouti+International+Free+Trade+Zone/@11.5677896,43.0331828,13z/data=!4m8!1m2!2m1!1sDjibouti+International+Free+Trade+Zone!3m4!1s0x0:0x15a2d9534c76ab43!8m2!3d11.5540769!4d43.006357.",['https://www.openstreetmap.org/search?query=Djibouti%20International%20Free%20Trade%20Zone#map=15/11.5625/43.0102Set']
59393,"The Djibouti International Free Trade Zone is an industrial park located in Balbala City, along Route Nationale 1 (RN-1).More locational details can be found at: https://www.openstreetmap.org/search?query=Djibouti%20International%20Free%20Trade%20Zone#map=15/11.5625/43.0102Set and https://mapcarta.com/W650289611 and https://www.google.com/maps/place/Djibouti+International+Free+Trade+Zone/@11.5677896,43.0331828,13z/data=!4m8!1m2!2m1!1sDjibouti+International+Free+Trade+Zone!3m4!1s0x0:0x15a2d9534c76ab43!8m2!3d11.5540769!4d43.006357.",['https://www.openstreetmap.org/search?query=Djibouti%20International%20Free%20Trade%20Zone#map=15/11.5625/43.0102Set']
58505,"The purpose of this project is construct a vocational and technical training center in TEDA TOWN within the TEDA Suez Trade and Economic Cooperation Zone (in the town of Ain Sokhna bordering the Gulf of Suez along Egypt's Red Sea Coast). More detailed locational information can be found at https://www.google.com/maps/place/TEDA+SUEZ+-+Egypt+TEDA+S.A.E/@29.6709736,32.3105663,17z/data=!4m8!1m2!2m1!1sAin+Sokhna+TEDA!3m4!1s0x0:0x6fbc5fbc9ca42674!8m2!3d29.6713746!4d32.3133136 and https://www.openstreetmap.org/search?query=29.671347667352276%2C%2032.31329898080827#map=17/29.67135/32.31330 ",['https://www.openstreetmap.org/search?query=29.671347667352276%2C%2032.31329898080827#map=17/29.67135/32.31330']
59501,"The purpose of this project was to construct a satellite assembly, integration, and testing center (also known as the New Cairo space control station) in New Cairo City. More detailed locational information can be found at https://www.openstreetmap.org/way/503274131 and https://www.openstreetmap.org/way/503274137","['https://www.openstreetmap.org/way/503274131', 'https://www.openstreetmap.org/way/503274137']"
57855,"The purpose of the project was to develop, construct and commission three solar photovoltaic (PV) plants — with aggregate power generation capacity of 150 MW  (186 MWp peak capacity) — in Beban Solar Park (محطة بنبان للطاقة الشمسية) within Aswan Governorate. More detailed locational information can be found at https://www.openstreetmap.org/way/694477324#map=13/24.4254/32.7198",['https://www.openstreetmap.org/way/694477324#map=13/24.4254/32.7198']
62131,This project is located in the new city of Oyala (or Djibloho). More detailed locational information can be found at https://www.openstreetmap.org/search?query=Oyala%20#map=12/1.6170/10.8284 and https://www.openstreetmap.org/node/3346995825#map=16/1.6032/10.8238.,"['https://www.openstreetmap.org/search?query=Oyala%20#map=12/1.6170/10.8284', 'https://www.openstreetmap.org/node/3346995825#map=16/1.6032/10.8238.']"
56080,"The 11th medical team was stationed at Orotta Referral Hospital, Halibet National Referral Hospital, Berhan Aini National Referral Hospital, and Asmara Physiotherapy Center, all of which are all located in the capital city of Asmara. More detailed locational information can be found at:https://www.openstreetmap.org/way/321473784#map=18/15.33578/38.92484 https://www.openstreetmap.org/way/790417508 https://www.google.com/maps/place/ASMARA+Physiotherapy+Center/@15.3196705,38.9268055,14.17z/data=!4m8!1m2!2m1!1sAsmara+hospital!3m4!1s0x166df39d4bbeb4c7:0x13943fb7a289ef56!8m2!3d15.3142633!4d38.9264216","['at:https://www.openstreetmap.org/way/321473784#map=18/15.33578/38.92484', 'https://www.openstreetmap.org/way/790417508']"
48765,The project is located in the Shenelle Zone of the Ethiopian Somali State some 465 km north-east of Addis Ababa. More detailed locational information can be found at https://www.openstreetmap.org/node/7573279106 and http://etd.aau.edu.et/bitstream/handle/123456789/7837/Mengesha%20Wudu.pdf?sequence=1&isAllowed=y,['https://www.openstreetmap.org/node/7573279106']
48766,This 52 km road segment runs from Arsi Negel to Hawassa. More detailed locational information can be found at https://www.openstreetmap.org/directions?engine=fossgis_osrm_car&route=7.3734%2C38.6714%3B7.0617%2C38.4925,['https://www.openstreetmap.org/directions?engine=fossgis_osrm_car&route=7.3734%2C38.6714%3B7.0617%2C38.4925']
48767,"The Adama (Ethiopia-Hunan) Machinery and Industrial Park is located about 100 kilometres to the south-east of the capital Addis Ababa, situated close to the Ethio-Djibouti railway line. More detailed locational information can be found at https://www.openstreetmap.org/way/819250024 and https://www.openstreetmap.org/way/819250023 and https://www.google.com/maps/place/Adama+Industry+Park/@8.5090308,39.2895406,15z/data=!4m13!1m7!3m6!1s0x0:0x0!2zOMKwMzAnMjguMSJOIDM5wrAxNicwNC45IkU!3b1!8m2!3d8.5078!4d39.26804!3m4!1s0x164b217b5d82b407:0xa00d64e08814dd4b!8m2!3d8.5130233!4d39.3061123!5m1!1e1","['https://www.openstreetmap.org/way/819250024', 'https://www.openstreetmap.org/way/819250023']"
60017,"The team was based at the Tirunesh-Beijing Ethio-China Friendship Hospital on the outskirts of Addis Ababa. More detailed locational information can be found at https://www.google.com/maps/place/Tirunesh+Beijing+General+Hospital/@8.8775417,38.7897703,15z/data=!4m5!3m4!1s0x0:0xffdc292ca560705c!8m2!3d8.8775417!4d38.7897703 and https://www.google.com/maps/place/Tirunesh+Beijing+General+Hospital/@8.8775417,38.7897703,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMZY1QFOnq_JeK_kan1cO09_BnfiYdFJqsBHfWr!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMZY1QFOnq_JeK_kan1cO09_BnfiYdFJqsBHfWr%3Dw153-h86-k-no!7i4160!8i2336!4m5!3m4!1s0x0:0xffdc292ca560705c!8m2!3d8.8775417!4d38.7897703 and https://www.openstreetmap.org/way/175427790",['https://www.openstreetmap.org/way/175427790']
59978,This project was located in Bishoftu. More detailed locational information can be found at https://www.openstreetmap.org/way/787549835,['https://www.openstreetmap.org/way/787549835']
